coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Dec 25 04:25:51 +0000 2020,,,https://twitter.com/Janetlynne211/status/1342325359623213057,0,1342325661059469314,,,,en,,false,1342325359623213057,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A must see video https://t.co/eTRyzLvqEA,https://twitter.com/Janetlynne211/status/1342325661059469314,Wed May 17 19:59:35 +0000 2017,864933435256844288,false,"Put  Father God in your life as #1

and all great things will happen! Member of the A.F.A ✈  Save the children from abuse👶 Please  protect all animal's!! 😻🐶",80126,2654,2547,3,No DMs Please!!!!,Janlynne💬,Janetlynne211,54471,,,false
,Fri Dec 25 04:25:51 +0000 2020,,,https://www.dw.com/en/new-covid-variant-reaches-germany-from-uk/a-56054140?maca=en-GK_RSS_SmartNews_Volltext_ENG-20051-xml-media,0,1342325660300292096,,,,en,,false,,41,1342258540614840320,amikegreen2,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",New COVID variant detected in Germany https://t.co/gy6v38AkEL,https://twitter.com/carlzimmer/status/1342325660300292096,Wed Mar 05 21:10:54 +0000 2008,14085070,false,"@nytimes columnist. Author, most recently of Life's Edge: The Search For What It Means To Be Alive. https://t.co/kFEXJadgqf & https://t.co/sH6Jsfhpmg",884,296369,2415,6129,Connecticut,Carl Zimmer,carlzimmer,65813,,,true
,Fri Dec 25 04:25:50 +0000 2020,,,,0,1342325656240197632,,,,en,,,,34,1342301036250345472,rising_serpent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Why are they investigating the effect of the COVID vaccine on male fertility?
The vaccine contains *no* virus particles. https://t.co/N7Gcs0EuVF",https://twitter.com/Inthewindflhx/status/1342325656240197632,Wed Aug 05 22:08:02 +0000 2020,1291133847871066113,false,"The media is paid to tell you what to believe, you will not get the truth from them.",526,38,118,1,,Inthewind,Inthewindflhx,1548,,,false
,Fri Dec 25 04:25:51 +0000 2020,,https://twitter.com/ManTalkFood/status/1342325660287606784/photo/1,,17,1342325660287606784,,,,en,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It's a chili &amp; champagne Jewish pandemic Christmas. Cheers &amp; be merry folks 🥂🍾 https://t.co/aibFqwf594,https://twitter.com/ManTalkFood/status/1342325660287606784,Sun Nov 16 22:56:41 +0000 2008,17429375,false,"Freelance drinks, travel, food journalist. Because I enjoy drinking, traveling, and eating.",9149,1851,657,52,Catch me out there,Jake Emen,ManTalkFood,7671,,http://mantalkfood.com/clips/,true
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325663907377152,,,,en,,,,42279,1340064146512093185,bocxtop,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“wow yall really trust a vaccine that was made in 8 months???” u were made in 9 months and we still let ur dumbass walk around unsupervised,https://twitter.com/GabrielleMione/status/1342325663907377152,Sat Oct 29 23:19:05 +0000 2011,401033806,false,🤟,7730,1489,1383,3,"Lemoyne, Pennsylvania ",Gabrielle A. Mione,GabrielleMione,11673,,,false
,Fri Dec 25 04:25:53 +0000 2020,,,,0,1342325668688789504,sydney001,1342277265716097025,35169151,en,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@sydney001 @SkyNewsAust Because the numbers will explode otherwise, unless you want another 6 months of lockdown, its best we shut the borders ASAP.",https://twitter.com/rrp454/status/1342325668688789504,Mon Apr 02 09:19:31 +0000 2012,543343341,false,Political Centrist. Democracy Advocate.,4993,210,729,4,"Melbourne, Victoria",Spectator,rrp454,4910,,,false
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325664146403329,,,,en,,,,1164,1342215510914527232,chipfranklin,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Anyone else tired of being told by millionaire congressmen paid by billionaire CEOs &amp; financiers that we can provide trillions in relief for the richest few in the form of tax cuts, but can’t even provide basic needs for us in the middle of a pandemic? Because I’m fucking fed up.",https://twitter.com/madjeanare/status/1342325664146403329,Tue Oct 06 22:15:28 +0000 2009,80417338,false,A creative soul,253307,694,1443,2,Illinois,Madeline Arendt,madjeanare,140897,,http://madelinesthoughts.blogspot.com,false
,Fri Dec 25 04:25:50 +0000 2020,,,,0,1342325655581683712,,,,en,,,1280070940408401920,86,1342205520757850138,Iron_Spike,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","There are a lot of paleoartists I love, but this is your casual reminder Tom Björklund is just slap-yer-mama good. https://t.co/IQe6ipvDep",https://twitter.com/Radlein/status/1342325655581683712,Mon Aug 25 14:48:31 +0000 2008,15982094,false,"Is that a kitten on my shoulder, or am I just happy to see you?",1266320,3385,2326,278,Atlanta,Ray Radlein,Radlein,797234,,http://hexapodia.blogspot.com,false
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325666449158144,,,,en,,,,92,1342324845107769346,ScottAukerman,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have a friend who wrote &amp; acted on The Office who doesn’t want to take the Covid-19 vaccine. His name is BJ No-Vax,https://twitter.com/Yfz84/status/1342325666449158144,Mon Jun 01 00:23:15 +0000 2009,43788340,false,There are men in Utah with more wives than I have Twitter followers.,105675,20649,18510,39,Minnesota,Thomas Sullivan,Yfz84,96680,,,false
,Fri Dec 25 04:25:49 +0000 2020,,,,0,1342325653975265280,,,,en,,,,6284,1342171643196682245,NorbertElekes,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JUST IN: New coronavirus strain found in Nigeria, different from UK variant",https://twitter.com/Jay_BwaII/status/1342325653975265280,Thu Sep 05 20:32:12 +0000 2013,1733053411,false,"I'm Your Wrong Kind Of Right 💛

Manchester United Till I'm Shadow ❤️

I Unfollow Back 🙂

Nature Photographer 😌

#Proud Lasuite!!
#30BG",8470,1067,1398,1,"Festac Town, Lagos",Yellow Wobey Boy,Jay_BwaII,4100,,http://www.ogafricans.com,false
,Fri Dec 25 04:25:50 +0000 2020,webdesign wordpress psdtowordpress 100DaysOfCode JoeBiden Covid_19 Christmas2020 SantaClaus Messi ByeDon Christmas,,https://fiverr.com/s2/d8ef39f044,0,1342325658031026176,,,,en,,false,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Are you looking for professional web design. Then order now and get 50% discount on our premium service.
Promo code: MS22 
.

https://t.co/nS7WeouSFg
.
#webdesign #wordpress #psdtowordpress #100DaysOfCode  #JoeBiden #Covid_19 #Christmas2020 #SantaClaus #Messi #ByeDon #Christmas",https://twitter.com/mohammdsalim22/status/1342325658031026176,Tue Oct 13 06:25:58 +0000 2020,1315901208670826496,false,"Web Designer | HTML, CSS & Bootstrap Expert | WordPress | Tailwind CSS |",111,19,158,0,Bangladesh,mohammadsalim22,mohammdsalim22,102,,,false
,Fri Dec 25 04:25:51 +0000 2020,,,,1,1342325660472250368,Qskeptic,1342324730842386432,41320913,en,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ABCscience @normanswan @teegstar I've got a $1000 for a dose of UQ COVID-19 and I've got 35,000 mates who want a shot too. And we are getting a special tattoo saying false HIV indication so what.",https://twitter.com/Qskeptic/status/1342325660472250368,Wed May 20 08:22:22 +0000 2009,41320913,false,"Atheist, Ind Engineer, Psychologist and Drott Hire.  Kindness, fairness, humanist, humourist 1 excellent wife, 2+1 kids  
Loves music, art, animals, invention.",1212,711,1291,6,Brisbane,Bob Bruce,Qskeptic,10224,,,false
,Fri Dec 25 04:25:53 +0000 2020,,,,0,1342325667665362944,News3LV,1342322929619542016,17394793,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@News3LV Remove the pork.  The people of the Us should not put up with providing billions of aid to forigen countries and unrelated funding in a Covid relief bill. Use the money domestically.  People in the US are in trouble!,https://twitter.com/Sexytexygirl/status/1342325667665362944,Wed Nov 14 10:33:35 +0000 2018,1062654771520307206,false,Let’s expose the world’s hypocrisy together 💋 🚴🏽‍♀️,167981,462,495,0,"Las Vegas, NV",LuvTheUSA,Sexytexygirl,48717,,,false
,Fri Dec 25 04:25:50 +0000 2020,,,,0,1342325658915983360,,,,en,,,,188,1342069576163463168,PawanismNetwork,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","First film hitting the big screen during the pandemic. All the best to @IamSaiDharamTej and the entire team of #SoloBratukeSoBetter. 

Watch and experience movie in your nearby theatres from TOMORROW. Take necessary precautions and Stay safe. https://t.co/gwtHefvLwx",https://twitter.com/SenaniWarriors/status/1342325658915983360,Wed Aug 05 14:25:15 +0000 2020,1291017206549975046,false,"నిజాయితీగా చావడానికైనా సిద్ధం కానీ ఒకరికి వెన్నుచూపడం నా మనస్తత్వం కాదు ! 

- @PawanKalyan || @JanaSenaParty",252,2892,26,9,India,SENANI Warriors,SenaniWarriors,27264,,http://www.janasenaparty.org,false
,Fri Dec 25 04:25:53 +0000 2020,,,,3,1342325668118458368,barry_sluder,1342275869197402113,745245423594418200,en,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@barry_sluder @FoxNews All high risk people are “among the first”. No one sensible would say to vaccinate a high risk inmate before citizen. Fox News is using the fact that high risk inmates are ALSO receiving vaccines along with high risk general population with vague phrasing to illicit a reaction.,https://twitter.com/C63846671/status/1342325668118458368,Mon Jul 02 19:47:51 +0000 2018,1013871896989962240,true,,3042,5,205,0,,C,C63846671,878,,,false
,Fri Dec 25 04:25:49 +0000 2020,covid19,,,0,1342325652595200002,,,,en,,,,149,1342324604367417347,DrLeanaWen,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BREAKING: US issues mandatory #covid19 testing for people arriving from UK. This is the right move. An outright travel plan is not necessary given the variant is probably already here. Though testing should be required for all travel, not just from UK, to reduce spread.",https://twitter.com/333ofhearts/status/1342325652595200002,Tue Feb 17 23:47:18 +0000 2009,21147642,false,"Be tender to the young, compassionate to the aged, tolerant with the weak. For in your life you will be all of these ~ Lloyd Shearer #Lakers #Dodgers",6040,426,681,24,L.A. via New York,333ofHearts 💜💛💜,333ofhearts,44290,,,false
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325663466889216,,,,en,,,,4,1342009809042731008,mykgayla,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jjhorgan there is no recovery when you clawback disabled people's benefits to further push them into poverty! could you live off of less than 2000 dollars a month?? NO! So why do we have to live in this forced poverty #300ClawBack is NOT helping anyone recover from this pandemic,https://twitter.com/vjseymour/status/1342325663466889216,Fri Jun 15 02:11:56 +0000 2012,608694463,false,"Happily MARRIED, have Deuce Sons, & I am a Grandfather, http:// https://t.co/p5kZEgNyuo...i Used to Love N.H.L a lot But starting  to like LACROSSE More than N.H.L..",151571,1139,1927,62,Rez/Ghetto fab ,\/!kþøR!¤u$ €(\/)¤UR,vjseymour,257832,,,false
,Fri Dec 25 04:25:51 +0000 2020,,,,0,1342325661516537857,,,,en,,,1342232561205047301,2467,1342324449702510594,DrEricDing,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","⚠️Fecal aerosols... 9 infections in 3 families due to vertically shared toilet drainage pipes + aerosols from pipes.

To even prove it, tracer gas was released into drainage system of one unit &amp; shown to come out of the other. 

➡️Fecal airborne transmission is real. #COVID19 https://t.co/u2DmwpxYIJ",https://twitter.com/stellamporte/status/1342325661516537857,Tue Oct 25 22:00:40 +0000 2011,398319209,false,,31820,107,583,2,@stellaport ,Star,stellamporte,12923,,,false
,Fri Dec 25 04:25:51 +0000 2020,,,https://www.washingtonpost.com/local/trafficandcommuting/us-will-require-negative-covid-test-for-all-airline-passengers-from-uk/2020/12/24/de265b60-43dc-11eb-975c-d17b8815a66d_story.html,0,1342325660283506688,,,,en,,false,,67,1342323625941209088,washingtonpost,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",White House issues coronavirus testing mandate for U.S. citizens and others flying from Britain https://t.co/ayg1tcwUun,https://twitter.com/GormsMK/status/1342325660283506688,Sun Oct 06 17:55:24 +0000 2013,1941641599,true,,35092,61,112,0,,MK G,GormsMK,26940,,,false
,Fri Dec 25 04:25:52 +0000 2020,,,,0,1342325664901304320,TheEllenShow,1342190932414910464,15846407,en,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@TheEllenShow @ricky_martin @RyanSeacrest Yeah he is so smart that he has changed his mind several times regarding covid, bet he is getting millions of dollars from you pathetic liberals.  You liberal pathetic waste of space all needs to go to hell, which our Lord Jesus Christ will send you. Hope you love HOT 🔥 place.",https://twitter.com/breakerbeaker19/status/1342325664901304320,Wed Mar 04 03:23:47 +0000 2009,22726475,false,,286,3,76,0,,joyebl,breakerbeaker19,1410,,,false
,Fri Dec 25 04:25:53 +0000 2020,,,,0,1342325668676333571,,,,en,,,,4273,1342139794353225729,SenWarren,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Let’s all give thanks this holiday season to the grocery store workers, warehouse workers, farm workers, meatpacking workers, restaurant workers, delivery workers, and all the essential workers who have risked their health to keep us fed during this pandemic. We’re in their debt.",https://twitter.com/BlueWolfhound/status/1342325668676333571,Sat Sep 05 17:20:37 +0000 2020,1302295437924331530,false,"I max my 2400 retweet daily limit alot lately . . . When I heart, it means I support leading opinion & info shared, not that I am necessarily happy about it.",155451,538,1110,1,,Wendy,BlueWolfhound,126989,,,false
,Fri Dec 25 04:25:50 +0000 2020,,,https://twitter.com/AliNouriPhD/status/1342232561205047301,4,1342325656265355265,,,,en,"Maryland, USA",false,1342232561205047301,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Transmission of CoV2 does not always require face to face interaction , as virus is airborne. Same scenario took place with SARS.

Important thread in context of ‘mystery’ transmission in NZ, Australia where genetic tracing of virus takes place. https://t.co/7OrRH3vz6P",https://twitter.com/cispt2/status/1342325656265355265,Mon Oct 17 00:32:31 +0000 2011,392413519,false,"🇦🇺 Raising 2 👧 . Director, Early Translation Branch @ncats_nih_gov @nih rare diseases, #COVID19 & the next pandemic. Views my own.",92639,2811,2184,65,"Darnestown, MD",Matt Hall,cispt2,37408,,https://irp.nih.gov/pi/matthew-hall,false
